Dominican Rep - Mobile,"1809201, 1809203, 1809204, 1809205, 1809206, 1809207, 1809208, 1809209, 1809210, 1809212, 1809214, 1809215, 1809216, 1809217, 1809218, 1809219, 18092223, 18092224, 18092225, 1809223, 1809224, 1809225, 1809228, 1809229, 1809230, 1809232, 1809235, 18092480, 18092482, 18092484, 18092485, 18092486, 18092487, 18092488, 1809249, 1809250, 1809251, 1809252, 1809253, 1809254, 1809256, 1809257, 1809258, 1809259, 1809260, 1809264, 18092651, 18092652, 18092653, 18092654, 18092655, 18092656, 18092657, 18092658, 18092659, 1809266, 1809267, 1809268, 1809269, 1809270, 1809271, 1809272, 1809280, 1809281, 1809282, 1809283, 1809284, 1809292, 1809293, 1809297, 1809298, 1809299, 1809301, 1809302, 1809303, 1809304, 1809305, 1809306, 1809307, 1809308, 1809309, 1809310, 1809313, 1809315, 1809316, 1809317, 1809318, 1809319, 1809321, 1809322, 1809323, 1809324, 1809325, 1809326, 1809327, 1809330, 1809340, 1809341, 1809342, 1809343, 1809344, 1809345, 1809348, 180935, 1809360, 1809361, 1809366, 1809370, 1809371, 1809374, 1809376, 1809377, 1809383, 1809386, 1809387, 1809389, 180939, 1809401, 1809402, 1809403, 1809404, 1809405, 1809406, 1809407, 1809408, 1809409, 1809410, 1809413, 1809415, 1809416, 1809417, 1809418, 1809419, 1809420, 1809421, 1809423, 1809424, 1809425, 1809426, 1809427, 1809428, 1809429, 1809430, 1809431, 1809432, 1809433, 1809434, 1809436, 1809437, 1809438, 1809439, 180944, 1809451, 1809452, 1809453, 1809454, 1809456, 1809457, 1809458, 1809459, 1809460, 1809461, 1809462, 1809463, 1809464, 1809465, 1809467, 18094701, 18094702, 18094703, 18094704, 18094705, 18094706, 18094707, 18094708, 18094709, 1809474, 1809477, 1809478, 1809479, 1809480, 1809481, 1809484, 1809485, 1809486, 1809488, 180949, 1809501, 1809502, 1809504, 1809505, 1809506, 1809507, 1809509, 1809510, 1809512, 1809513, 1809514, 1809515, 1809516, 1809517, 1809519, 1809520, 18095429, 1809543, 18095450, 18095451, 18095454, 18095456, 18095459, 1809546, 1809604, 1809606, 1809614, 1809615, 1809617, 1809618, 1809619, 1809624, 1809628, 1809629, 1809630, 1809631, 1809632, 1809634, 1809635, 1809637, 1809638, 1809639, 180964, 1809650, 1809651, 1809652, 1809656, 1809658, 1809659, 1809661, 1809662, 1809663, 1809664, 1809665, 1809666, 1809667, 1809668, 1809669, 1809670, 1809671, 1809672, 1809673, 1809674, 1809675, 1809676, 1809677, 1809678, 1809693, 1809694, 1809696, 1809697, 1809698, 1809707, 1809709, 1809710, 1809711, 1809716, 1809717, 1809718, 1809719, 1809720, 1809721, 1809722, 1809723, 1809727, 1809729, 1809742, 1809743, 1809747, 1809749, 1809750, 1809751, 1809752, 1809753, 1809754, 1809756, 1809757, 1809758, 1809759, 1809760, 1809761, 1809762, 1809763, 1809764, 1809765, 1809767, 1809768, 1809769, 1809771, 1809772, 1809773, 1809774, 1809775, 1809776, 1809777, 1809778, 1809782, 1809783, 1809785, 1809786, 1809787, 1809789, 1809790, 1809791, 1809796, 1809798, 1809812, 1809814, 1809818, 1809821, 1809827, 1809828, 1809829, 1809834, 1809835, 1809836, 1809837, 1809838, 1809839, 1809840, 1809841, 1809842, 1809843, 1809844, 1809871, 1809874, 1809888, 1809891, 18098947, 18098948, 18098949, 1809897, 1809928, 1809929, 1809932, 1809938, 1809939, 1809940, 1809941, 1809942, 1809943, 1809944, 1809945, 1809946, 1809952, 1809953, 1809956, 1809990, 1809992, 1809997, 1809998, 1809999",0.0112
Dominican Rep - Mobile,"1829201, 1829202, 1829203, 1829205, 1829206, 1829207, 1829208, 1829209, 1829210, 1829212, 1829213, 1829214, 1829215, 1829216, 1829217, 1829218, 1829219, 1829220, 1829222, 1829228, 1829230, 1829232, 1829233, 1829246, 1829248, 1829250, 1829252, 1829255, 1829257, 1829258, 1829259, 1829260, 1829264, 1829265, 1829266, 1829267, 1829268, 1829269, 1829270, 1829271, 1829272, 1829277, 1829280, 1829282, 1829283, 1829287, 1829288, 1829289, 1829290, 1829291, 1829292, 1829293, 1829294, 1829295, 1829296, 1829297, 1829298, 1829302, 1829303, 1829304, 1829306, 1829307, 1829309, 1829310, 1829312, 1829313, 1829314, 1829315, 1829316, 1829317, 1829318, 1829319, 182932, 182933, 182934, 182935, 182936, 1829370, 1829371, 1829372, 1829373, 1829374, 1829376, 1829377, 182938, 1829390, 1829391, 1829392, 1829393, 1829394, 1829395, 1829396, 1829397, 1829398, 1829402, 1829403, 1829405, 1829406, 1829407, 1829408, 1829409, 1829412, 1829413, 1829414, 1829415, 1829416, 1829417, 1829418, 1829419, 1829420, 1829421, 1829422, 1829423, 1829424, 1829425, 1829426, 1829427, 1829428, 1829429, 1829430, 1829431, 1829432, 1829436, 1829437, 1829438, 1829439, 1829440, 1829441, 1829442, 1829443, 1829444, 1829445, 1829446, 1829449, 1829451, 1829452, 1829453, 1829454, 1829455, 1829456, 1829457, 1829458, 1829459, 182946, 1829470, 1829471, 1829472, 1829474, 1829475, 1829477, 1829478, 1829479, 1829491, 1829492, 1829493, 1829494, 1829495, 1829496, 1829497, 1829498, 1829499, 1829502, 1829504, 1829505, 1829506, 1829508, 1829509, 1829510, 1829512, 1829513, 1829514, 1829515, 1829517, 1829518, 1829519, 182952, 1829531, 1829532, 1829533, 1829534, 1829536, 1829543, 1829546, 1829548, 1829549, 1829550, 1829551, 1829552, 1829553, 1829599, 1829606, 1829613, 1829618, 1829619, 1829629, 1829631, 1829632, 1829634, 1829635, 1829636, 1829637, 1829638, 1829639, 1829641, 1829642, 1829643, 1829645, 1829646, 1829647, 1829648, 1829649, 1829651, 1829652, 1829653, 1829654, 1829655, 1829656, 1829657, 1829658, 1829659, 1829661, 1829663, 1829665, 1829667, 1829668, 1829670, 1829671, 1829672, 1829673, 1829674, 1829675, 1829676, 1829679, 1829680, 1829682, 1829683, 1829684, 1829685, 1829689, 1829690, 1829691, 1829692, 1829693, 1829694, 1829695, 1829698, 1829699, 1829703, 1829704, 1829706, 1829710, 1829740, 1829741, 1829742, 1829743, 1829744, 1829745, 1829748, 1829749, 1829750, 1829751, 1829752, 1829753, 1829755, 1829756, 1829758, 1829759, 182976, 1829771, 1829772, 1829773, 1829774, 1829775, 1829776, 1829777, 1829778, 1829780, 1829781, 1829782, 1829783, 1829784, 1829785, 1829786, 1829788, 1829789, 1829790, 1829791, 1829792, 1829793, 1829794, 1829795, 1829796, 1829798, 1829799, 1829802, 1829803, 1829805, 1829812, 1829814, 1829815, 1829816, 1829817, 1829818, 1829819, 1829821, 1829827, 1829828, 1829835, 1829836, 1829837, 1829839, 1829840, 1829841, 1829842, 1829843, 1829844, 1829852, 1829853, 1829854, 1829856, 1829857, 1829862, 1829867, 1829869, 1829871, 1829873, 1829879, 1829894, 1829899, 1829931, 1829935, 1829940, 1829957, 1829958, 1829959, 182996, 1829972, 1829973, 1829974, 1829975, 1829977, 1829978, 1829980, 1829981, 1829982, 1829983, 1829984, 1829985, 1829986, 1829991",0.0112
Dominican Rep - Mobile,"1849201, 1849203, 1849205, 1849206, 1849207, 1849208, 1849209, 1849210, 1849212, 1849214, 1849220, 1849330, 1849340, 1849341, 1849342, 1849343, 1849344, 1849350, 1849351, 1849352, 1849353, 1849354, 1849356, 1849357, 1849358, 1849359, 1849360, 1849401, 1849402, 1849403, 1849404, 1849405, 1849406, 1849407, 1849408, 1849409, 1849410, 184945, 1849650, 1849651, 1849652, 1849653, 1849654, 1849655, 1849656, 1849657, 1849658",0.0112
Dominican Rep - Mobile (Centennial),180943,0.0112
Dominican Rep - Mobile (Codetel),"1829340, 1829341, 1829342, 1829343, 1829344, 1829345, 1829346, 1829760, 1829766, 1829961, 1829962, 1829963, 1829964, 1829965, 1829966, 1829967, 1829968, 1829969",0.0112
Dominican Rep - Mobile (Orange),"1809601, 1809602, 1809603, 1809605, 1809607, 1809608, 1809609, 1809610, 1809613, 1809627, 1809653, 1809654, 1809657, 1809660, 1809702, 1809703, 1809704, 1809705, 1809706, 1809708, 1809712, 1809713, 1809714, 1809715, 1809779, 1809780, 1809781, 1809801, 1809802, 1809803, 1809804, 1809805, 1809815, 1809816, 1809817, 1809819, 1809820, 1809845, 1809846, 1809847, 1809848, 1809849, 1809850, 1809851, 1809852, 1809853, 1809854, 1809855, 1809856, 1809857, 1809858, 18098597, 18098598, 180985990, 180985991, 180985992, 180985993, 180985994, 180985995, 180985996, 180985997, 180986, 1809873, 1809875, 1809876, 1809877, 1809878, 1809879, 1809880, 1809881, 1809882, 1809883, 1809884, 1809885, 1809886, 1809889, 1809890, 1809899, 1809901, 1809902, 1809903, 1809904, 1809905, 1809906, 1809907, 1809909, 1809910, 1809912, 1809913, 1809914, 1809915, 1809916, 1809917, 1809918, 1809919, 1809923, 1809924, 1809931, 1809935, 1809949, 1809958, 1809961, 1809962, 1809963, 1809964, 1809965, 1809966, 1809967, 1809968, 1809969, 1809972, 1809973, 1809974, 1809975, 1809977, 1809978, 1809979, 1809980, 1809981, 1809982, 1809983, 1809984, 1809986, 1809988, 1809989, 1809991, 1809993, 1809994, 1809995, 1809996",0.0112
Dominican Rep - Mobile (Orange),"1829204, 1829221, 1829261, 1829262, 1829263, 1829273, 1829274, 1829275, 1829276, 1829278, 1829279, 1829281, 1829284, 1829285, 1829286, 1829299, 1829301, 1829305, 1829308, 1829333, 1829375, 1829379, 1829399, 1829401, 1829404, 1829410, 1829447, 1829448, 1829450, 1829537, 1829539, 1829540, 1829542, 1829554, 1829556, 1829557, 1829558, 1829559, 1829560, 1829561, 1829562, 1829563, 1829564, 1829566, 1829568, 1829569, 1829570, 1829571, 1829572, 1829573, 1829574, 1829576, 1829577, 1829578, 1829579, 1829580, 1829584, 1829585, 1829586, 1829587, 1829589, 1829591, 1829592, 1829598, 1829601, 1829602, 1829603, 1829604, 1829605, 1829610, 1829616, 1829630, 1829633, 1829640, 1829644, 1829650, 1829660, 1829662, 1829664, 1829669, 1829677, 1829678, 1829686, 1829696, 1829697, 1829701, 1829702, 1829705, 1829707, 1829708, 1829709, 1829712, 1829713, 1829714, 1829715, 1829716, 1829717, 1829718, 1829719, 1829720, 1829721, 1829722, 1829723, 1829725, 1829726, 1829727, 1829728, 1829729, 1829730, 1829731, 1829747, 1829754, 1829757, 1829770, 1829779, 1829787, 1829797, 1829801, 1829804, 1829806, 1829807, 1829808, 1829810, 1829820, 1829826, 1829830, 1829838, 1829845, 1829846, 1829847, 1829848, 1829849, 1829850, 1829851, 1829855, 1829858, 1829859, 1829860, 1829861, 1829863, 1829864, 1829865, 1829866, 1829868, 1829870, 1829872, 1829874, 1829875, 1829876, 1829877, 1829878, 1829880, 1829881, 1829882, 1829883, 1829884, 1829885, 1829886, 1829887, 1829889, 1829890, 1829891, 1829892, 1829898, 1829901, 1829902, 1829903, 1829904, 1829905, 1829906, 1829907, 1829908, 1829909, 1829910, 1829912, 1829913, 1829914, 1829915, 1829916, 1829917, 1829918, 1829919, 182992, 1829930, 1829932, 1829933, 1829934, 1829936, 1829937, 1829938, 1829939, 1829941, 1829942, 1829943, 1829944, 1829945, 1829970, 1829979, 1829987, 1829988, 1829989, 1829990, 1829993, 1829994",0.0112
Dominican Rep - Mobile (Orange),"1849607, 1849642, 1849707, 1849720, 1849763, 1849785, 1849802, 1849803, 1849804, 1849806, 1849815, 1849816, 1849817, 1849845, 1849846, 1849847, 1849848, 1849850, 1849851, 1849852, 1849853, 1849854, 1849855, 1849856, 1849857, 1849858, 1849859, 1849860, 1849861, 1849862, 1849863, 1849864, 1849865, 1849867, 1849868, 1849869, 1849873, 1849875, 1849876, 1849878, 1849879, 1849880, 1849881, 1849882, 1849883, 1849884, 1849885, 1849886, 1849889, 1849912",0.0112
Dominican Rep - Mobile (Verizon),"18092226, 18092489, 1809350, 1809351, 1809352, 1809353, 1809354, 1809356, 1809357, 1809358, 1809359, 180954290, 180954291, 180954292, 180954293, 180954295, 180954296, 180954297, 180954298, 18095430, 18095432, 18095433, 18095434, 18095435, 18095436, 18095437, 18095438, 18095439",0.0112
Dominican Rep - Mobile (Verizon),"1829320, 1829322, 1829323, 1829328, 1829329, 1829330, 1829331, 1829332, 1829334, 1829335, 1829336, 1829337, 1829338, 1829339, 1829380, 1829383, 1829386, 1829387, 1829388, 1829389",0.0112
East Timor - Fixed,670,0.0112
East Timor - Mobile,"6707, 67090",0.0112
Ecuador - Fixed,593,0.0112
Ecuador - Mobile,"5938, 5939",0.0112
Ecuador - Mobile (Alegro),"593820, 593821, 593822, 593823, 593824, 59396",0.0112
Ecuador - Mobile (Bellsouth),"593690, 593830, 593831, 593832, 593833, 593834, 593835, 59384, 59387, 593925, 593926, 593927, 593928, 593929, 59395, 59398, 593990, 593992, 593997, 593998, 593999",0.0112
Ecuador - Mobile (Porta),"593691, 593692, 593693, 593694, 593695, 593696, 593697, 593698, 593699, 59380, 59381, 593825, 593826, 593827, 593828, 593829, 59385, 59386, 59388, 59389, 59390, 59391, 593920, 593921, 593922, 593923, 593924, 59393, 59394, 59397, 593991, 593993, 593994, 593995, 593996",0.0112
Egypt - Fixed,20,0.0112
Egypt - Alexandria,203,0.0112
Egypt - Cairo,202,0.0112
Egypt - Mobile,"2010, 2012, 2016",0.0112
Egypt - Mobile (Etisalat),2011,0.0112
El Salvador - Fixed,503,0.0112
El Salvador - Cte,"5032132, 5032133, 50322010, 50322011, 50322012, 50322013, 50322014, 5032203, 5032204, 5032205, 5032206, 5032209, 5032212, 5032213, 5032214, 5032216, 50322185, 50322186, 50322187, 50322188, 50322189, 503222, 5032231, 5032232, 5032234, 5032235, 50322370, 50322371, 50322372, 50322373, 50322374, 50322375, 50322381, 50322382, 50322383, 5032239, 5032240, 5032241, 5032242, 5032243, 5032245, 50322460, 50322461, 50322462, 50322463, 50322464, 5032248, 50322490, 50322491, 50322492, 50322493, 50322494, 5032250, 5032251, 5032253, 50322540, 50322541, 50322542, 50322543, 50322544, 5032258, 5032260, 5032261, 50322620, 50322621, 50322622, 50322623, 50322624, 50322625, 50322626, 5032263, 5032264, 5032267, 50322683, 50322684, 50322685, 50322686, 5032270, 5032271, 5032272, 5032273, 5032274, 5032276, 5032277, 5032278, 5032279, 50322800, 50322801, 50322802, 50322803, 50322804, 50322805, 50322806, 50322807, 50322808, 5032281, 5032282, 5032284, 5032286, 5032288, 5032289, 503229, 50323010, 50323011, 50323012, 50323058, 50323059, 50323067, 50323068, 50323080, 50323081, 5032309, 50323100, 50323101, 50323102, 50323103, 50323104, 50323130, 50323140, 50323141, 50323142, 50323143, 50323144, 5032318, 50323190, 50323191, 50323192, 50323193, 50323194, 50323195, 50323196, 50323214, 50323215, 50323220, 50323221, 50323222, 50323240, 5032325, 5032327, 50323300, 50323301, 50323302, 50323303, 50323304, 50323305, 50323306, 50323307, 50323309, 50323312, 50323313, 50323314, 50323319, 50323320, 50323322, 50323323, 50323330, 50323331, 50323332, 50323333, 50323334, 50323335, 50323336, 50323337, 50323339, 5032334, 50323351, 50323352, 50323353, 50323357, 50323359, 50323380, 50323381, 50323382, 50323383, 50323384, 50323385, 50323386, 50323388, 50323389, 50323397, 50323398, 50323399, 50323407, 50323408, 50323409, 50323413, 50323414, 50323420, 50323423, 50323453, 50323454, 50323455, 50323456, 50323457, 50323458, 50323459, 5032346, 5032347, 50323488, 50323489, 5032349, 50323509, 5032351, 50323529, 50323536, 5032354, 50323560, 50323569, 50323570, 50323600, 50323610, 50323611, 50323620, 50323621, 50323622, 50323623, 50323624, 50323625, 50323626, 50323627, 50323628, 50323650, 50323690, 50323691, 5032372, 50323765, 50323780, 50323781, 5032379, 50323820, 50323821, 50323822, 50323823, 50323824, 50323842, 50323843, 50323844, 50323863, 5032389, 5032393, 50323959, 50323963, 50323967, 50323988, 5032399, 5032401, 5032402, 50324080, 50324081, 50324082, 50324083, 50324084, 50324085, 50324130, 50324131, 50324132, 50324133, 50324134, 50324174, 50324180, 50324181, 5032420, 5032421, 50324220, 50324221, 5032429, 50324330, 50324370, 5032440, 50324410, 50324411, 50324412, 50324413, 50324414, 50324415, 50324416, 50324417, 50324418, 50324420, 50324430, 50324431, 50324440, 50324441, 5032445, 50324469, 5032447, 5032448, 50324490, 50324491, 50324492, 50324500, 50324501, 50324502, 50324503, 50324504, 50324505, 5032451, 5032452, 50324530, 50324531, 50324535, 50324536, 50324575, 50324609, 50324610, 50324611, 50324612, 50324649, 50324679, 50324692, 50324693, 50324700, 50324715, 50324723, 50324737, 50324738, 50324739, 5032483, 5032484, 5032486, 5032487, 50325030, 50325031, 50325032, 50325033, 5032510, 5032511, 5032519, 503252, 50326040, 50326041, 50326042, 50326043, 50326044, 50326045, 50326046, 50326085, 50326102, 50326110, 50326111, 50326130, 50326140, 50326160, 50326161, 50326182, 50326186, 50326190, 50326191, 50326194, 50326199, 50326220, 50326221, 50326222, 50326223, 50326224, 5032624, 50326264, 50326265, 50326266, 50326267, 50326270, 50326274, 50326275, 50326276, 50326278, 50326280, 50326281, 50326282, 50326283, 50326284, 50326295, 50326308, 50326320, 50326321, 50326322, 50326323, 50326324, 50326325, 50326337, 50326338, 50326339, 5032639, 50326411, 50326412, 50326413, 50326414, 5032645, 50326470, 50326477, 50326480, 50326490, 50326494, 50326495, 50326497, 50326499, 50326500, 50326501, 50326510, 50326520, 50326540, 50326541, 50326542, 50326543, 50326581, 50326586, 50326588, 50326590, 50326593, 50326595, 50326596, 5032660, 5032661, 50326620, 50326621, 50326622, 50326623, 50326624, 5032663, 50326642, 50326644, 5032665, 50326670, 50326671, 50326672, 50326673, 50326674, 50326675, 50326676, 50326677, 50326678, 5032668, 5032669, 5032671, 5032680, 5032681, 50326820, 50326821, 50326822, 50326823, 50326824, 5032683, 5032684",0.0112
El Salvador - Telefonica,"5032200, 5032202, 5032210, 5032211, 50322180, 50322181, 50322182, 50322183, 50322184, 50322197, 50322198, 5032233, 5032236, 50322376, 50322377, 50322378, 50322379, 5032238, 5032244, 50322470, 50322471, 50322472, 50322473, 50322474, 50322475, 50322476, 50322545, 50322546, 50322547, 50322548, 50322549, 50322564, 50322565, 50322566, 50322567, 50322568, 50322569, 5032257, 50322590, 50322591, 50322592, 50322593, 50322594, 50322595, 50322597, 50322598, 50322599, 50322627, 50322628, 50322687, 50322688, 5032275, 5032287, 5032302, 50323120, 50323121, 50323122, 50323123, 50323124, 50323148, 50323149, 50323160, 50323161, 50323162, 50323163, 50323164, 50323170, 50323171, 50323172, 50323173, 50323174, 5032328, 5032329, 50323360, 50323361, 50323362, 50323410, 50323411, 50323412, 50323440, 50323441, 50323442, 50323443, 50323444, 5032359, 50323659, 5032366, 5032367, 5032373, 5032374, 50323750, 50323751, 50323752, 50323753, 50323800, 50323801, 50323830, 50323831, 50323900, 50323901, 50323902, 5032405, 5032414, 5032427, 5032430, 5032431, 5032432, 5032434, 5032435, 50324385, 50324560, 50324561, 50324562, 50324563, 50324564, 50324710, 50324730, 5032479, 5032489, 5032513, 5032514, 5032516, 5032517, 50325185, 5032530, 5032531, 5032532, 5032533, 5032534, 5032535, 5032536, 5032537, 50325386, 5032541, 5032542, 5032543, 5032600, 5032601, 5032612, 5032620, 5032631, 5032635, 5032637, 50326400, 50326401, 50326402, 5032642, 5032677, 5032678, 5032679",0.0112
El Salvador - Mobile,5037,0.0112
El Salvador - Mobile (Digicel),"50373, 503740, 503741, 503742, 503743, 503744, 503746, 5037695, 5037696, 5037697, 5037698, 503776, 503777, 5037801, 50378020, 50378021, 50378022, 50378023, 50378024, 503797",0.0112
El Salvador - Mobile (Personal),"50370, 50370709, 50370710, 503760, 503761, 503762, 503763, 503764, 503765, 503766, 5037687, 5037688, 5037689, 5037690, 503774, 503775, 5037802, 5037803, 5037805, 5037806, 5037807, 5037808, 5037809, 503784, 503785, 503786, 503795, 503796, 5037985, 5037986, 5037987, 5037988, 5037989",0.0112
El Salvador - Mobile (Telefonica),"50371, 503745, 5037691, 5037692, 5037693, 5037694, 503770, 503771, 5037800, 503781, 503782, 503783, 5037845, 5037846, 5037847, 5037848, 5037849, 503799",0.0112
El Salvador - Mobile (Telemovil),"50370701, 50370706, 50372, 503747, 503748, 503749, 50375, 503767, 5037680, 5037681, 5037682, 5037683, 5037684, 5037685, 50376860, 50376861, 50376862, 50376863, 50376864, 503772, 503773, 5037785, 5037786, 5037787, 5037788, 5037789, 5037795, 5037796, 5037797, 5037798, 5037799, 503787, 503788, 503789, 503790, 503791, 503792, 503793, 503794",0.0112
Equatorial Guinea - Fixed,240,0.0112
Equatorial Guinea - Mobile,"2402, 2405, 2406",0.0112
Eritrea - Fixed,291,0.0112
Eritrea - Mobile,"291171, 291172, 291173, 2917",0.0112
Estonia - Fixed,372,0.0112
Estonia - Mobile,3725,0.0112
Estonia - Mobile (Connect),"372531, 372532, 372533, 3725353, 372536, 37254, 372570, 372571, 372572, 372573, 372576, 372592, 372593, 372594, 372595, 372596, 372597, 372598, 372599, 37281, 37282",0.0112
Estonia - Mobile (Elisa),"37256, 372574, 372575, 372577, 372578, 372579",0.0112
Estonia - Mobile (Emt),"37250, 37251, 37252, 372530, 372534, 3725350, 3725351, 3725352, 3725354, 3725355, 3725356, 3725357, 3725358, 3725359, 372537, 372538, 372539, 372590, 372591",0.0112
Ethiopia - Fixed,251,0.0112
Ethiopia - Addis Ababa,25111,0.0112
Ethiopia - Mobile,2519,0.0112
Ethiopia - Mobile (Addis Ababa),"251910, 251911, 251912, 251913, 251920, 251921, 251922, 251923, 251929, 251930, 251931, 251932, 251933, 2519580, 2519581, 2519582, 2519583",0.0112
Falkland Is,500,0.0112
Faroe Is - Fixed,298,0.0112
Faroe Is - Mobile,"2982, 2985, 2987, 29891, 29892, 29893, 29894, 29895, 29896, 29897, 29898, 29899",0.0112
Fiji - Fixed,679,0.0112
Fiji - Mobile,6799,0.0112
Fiji - Mobile (Digicel),"67970, 67971, 67972, 67973, 67974",0.0112
Finland - Fixed,358,0.0112
Finland - Helsinki,3589,0.0112
Finland - Mobile,"358451, 3584555, 358456, 3584570, 3584573, 3584574, 3584575",0.0112
Finland - Mobile (Elisa),"358432, 35846, 35850",0.0112
Finland - Mobile (Finnet),"35841, 35844, 3584576, 3584577, 3584578, 3584579",0.0112
Finland - Mobile (Sonera),3584,0.0112
Finland - Special Service,"35810, 35818, 35819, 35820, 35830, 358600, 35870, 35871, 35873, 35875, 35876, 358800",0.0112
France - Fixed,33,0.0112
France - Paris,331,0.0112
France - Mobile,"336, 337",0.0112
France - Mobile (Bouygues),"336003, 3360042, 336009, 33650, 336530, 336531, 336532, 336533, 336534, 33658, 33659, 33660, 33661, 33662, 33663, 33664, 33665, 33666, 33667, 33668, 336690, 336691, 336692, 336693, 336694, 336695, 336696, 336697, 336699, 33698, 33699, 3376",0.0112
France - Mobile (Lyca),"336055, 336056, 336057, 336058, 336059, 337510, 337511, 337512, 337513, 337514, 337515",0.0112
France - Mobile (Orange),"336001, 3360041, 3360051, 336008, 33607, 33608, 33630, 33631, 33632, 33633, 33637, 336381, 336382, 336383, 336384, 336385, 336386, 336387, 336388, 336389, 336401, 336402, 336403, 336404, 336405, 336406, 336407, 336408, 336409, 33642, 33643, 336441, 336442, 336443, 33645, 33647, 33648, 33654, 3367, 3368, 33785, 33786, 33787, 33788",0.0112
France - Mobile (Sfr),"336002, 3360052, 336007, 33601, 336022, 336023, 336024, 336025, 33603, 336040, 336041, 336044, 336045, 336046, 336047, 336048, 336049, 336050, 336051, 336052, 336053, 336054, 336064, 33609, 3361, 3362, 33634, 33635, 3363801, 3363802, 3363803, 3363804, 3363805, 3364005, 3364006, 3364007, 3364008, 3364009, 336410, 336411, 336412, 336413, 336414, 336415, 3364163, 3364164, 3364166, 3364167, 3364168, 3364169, 336418, 336419, 336440, 336447, 336448, 336449, 33646, 3364995, 3364998, 3364999, 33655, 3365666, 3365667, 3365668, 3365669, 336567, 336568, 336698, 337500, 337505, 3375060, 3375070, 337520, 33754, 3375550, 3375551, 3375552, 3375553, 3375554, 3375555, 3375558, 3375559, 337575, 337576, 337577, 337578, 33777, 33778, 33779, 33780",0.0112
France - Special Service,"33100, 33101, 33102, 33103, 33104, 331086, 331088, 331089, 33109, 33148, 33149, 3317, 3318, 33200, 33201, 33202, 33203, 33204, 332088, 3321, 33222, 33230, 33234, 33236, 33244, 33245, 33246, 33249, 33250, 33253, 33256, 33261, 33266, 3327, 3328, 33290, 3330, 3331, 3333, 33345, 33346, 33347, 33348, 33349, 3335, 3336, 3337, 33400, 33401, 33402, 33403, 33404, 33405, 33408, 33409, 3341, 3342, 33430, 33434, 33443, 33444, 33456, 33457, 33458, 33459, 33460, 33461, 33462, 33463, 33469, 3348, 33500, 33501, 33502, 33503, 33504, 33505, 335078, 3351, 3352, 33531, 33533, 33535, 33540, 33547, 33567, 3357, 3358, 338, 339",0.0112
French Guiana - Fixed,594,0.0112
French Guiana - Mobile,"594594, 594694",0.0112
French Polynesia - Fixed,689,0.0112
French Polynesia - Tahiti,"68943, 68947, 68950, 68986",0.0112
French Polynesia - Mobile,"6892, 68930, 68931, 68932, 68933, 68939, 6897",0.0112
Gabon - Fixed,241,0.0112
Gabon - Mobile,"24105, 24106",0.0112
Gabon - Mobile (Celtel),24107,0.0112
Gambia - Fixed,220,0.0112
Gambia - Mobile,2209,0.0112
Gambia - Mobile (Africel),"22020, 22021, 22022, 2207",0.0112
Gambia - Mobile (Comium),2206,0.0112
Gambia - Mobile (Gamtel),2208,0.0112
Gambia - Mobile (Qcell),2203,0.0112
Georgia - Fixed,995,0.0112
Georgia - Mobile,"99514, 99555, 99556, 99557, 99558, 99559, 99577, 99593",0.0112
Georgia - Mobile (Magti),"99551, 99590, 99591, 99595, 99596, 99598, 99599",0.0112
Georgia - Mobile (Mobitel),"99568, 99571, 99574, 99579, 99592, 99597",0.0112
Georgia - Mobile (Silqnet),"99570, 99578",0.0112
Germany - Fixed,49,0.0112
Germany - Berlin Central,4930,0.0112
Germany - Frankfurt,4969,0.0112
Germany - Munich,4989,0.0112
Germany - Voip,4932,0.0112
Germany - Mobile,"4915, 4916",0.0112
Germany - Mobile (Dtag),"49700, 49701",0.0112
Germany - Mobile (E-plus),"49150, 49155, 49156, 49157, 49163, 49177, 49178",0.0112
Germany - Mobile (Lyca),491521,0.0112
Germany - Mobile (O2),"49159, 49176, 49179",0.0112
Germany - Mobile (T-mobile),"49151, 49160, 49170, 49171, 49175",0.0112
Germany - Mobile (Vodafone),"49152, 49162, 49172, 49173, 49174",0.0112
Germany - Special Service,"49115, 49116, 4918",0.0112
Ghana - Fixed,233,0.0112
Ghana - Accra,23321,0.0112
Ghana - Mobile,"23328, 23350",0.0112
Ghana - Mobile (Glo),23323,0.0112
Ghana - Mobile (Mobitel),"23327, 23357",0.0112
Ghana - Mobile (Mtn),"23324, 23354",0.0112
Ghana - Mobile (One Touch),23320,0.0112
Ghana - Mobile (Zain),23326,0.0112
Gibraltar - Fixed,350,0.0112
Gibraltar - Mobile,"35054, 35056, 35057, 35058",0.0112
Global Networks Services,88234,0.0112
Gmss,881,0.0112
Gmss - Ellipso,"8812, 8813",0.0112
Gmss - Globalstar,"8818, 8819",0.0112
Gmss - Ico,"8810, 8811",0.0112
Gmss - Iridium,"8816, 8817",0.0112
Greece - Fixed,30,0.0112
Greece - Athens,3021,0.0112
Greece - Mobile,30801,0.0112
Greece - Mobile (Cosmote),"30697, 30698",0.0112
Greece - Mobile (Infoquest),30699,0.0112
Greece - Mobile (Vodafone),"30694, 30695",0.0112
Greece - Mobile (Wind),"30690, 30693",0.0112
Greenland - Fixed,299,0.0112
Greenland - Mobile,"2992, 2994, 2995",0.0112
Grenada - Fixed,1473,0.0112
